culture,typeOfEntity,authorizedFormOfName,parallelFormsOfName,standardizedFormsOfName,otherFormsOfName,corporateBodyIdentifiers,datesOfExistence,history,places,legalStatus,functions,mandates,internalStructures,generalContext,descriptionIdentifier,institutionIdentifier,rules,status,levelOfDetail,revisionHistory,sources,maintenanceNotes,actorOccupations,actorOccupationNotes,subjectAccessPoints,placeAccessPoints,digitalObjectURI,digitalObjectChecksum
pt_BR,Pessoa,"Fausto Rocha",,," Fausto Auromir Lopes Rocha",,"☆ 04-11-1938 † 07-04-2011",,"São Paulo (SP) - local de nascimento.
São Paulo - eleito Deputado Federal.",,"Profissões: Advogado, Jornalista, Radialista e Apresentador de Televisão.

Atuação política:
 - Deputado Federal (Constituinte), 1987-1991, SP, PFL. Dt. Posse: 01-02-1987;
 - Deputado Federal, 1991-1995, SP, PRN. Dt. Posse: 06-02-1991.",,,,BR-DFCD-1987-P5192,,,,,"Registro atualizado em 26-10-2020.","- Biografia disponível no site da Câmara dos Deputados:
http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=106594&tipo=0
- Assembléia Nacional Constituinte, 1987: repertório biográfico dos membros da Assembléia Nacional Constituinte de 1987. Brasília: Câmara dos Deputados, Coordenação de Publicações, 1987. 796p. Disponível em http://bd.camara.gov.br/bd/handle/bdcamara/22580","Atualizado por Marta Lira (Segap/Coarq).",,,,"São Paulo (SP)|São Paulo",http://arquivohistorico02.camara.leg.br/uploads/r/null/0/3/0/030a94af5a8cbaf73f785d8181279d18f14acdfe89e2c0f76abf77e3f80e761b/Fausto_Rocha.jpg,030a94af5a8cbaf73f785d8181279d18f14acdfe89e2c0f76abf77e3f80e761b
pt_BR,Pessoa,"Felipe Cheidde",,," Felipe Cheidde",,"☆ 29-09-1936","Fernão Dias (SP) - local de nascimento
São Paulo - local de eleição para deputado federal",,,"Profissões: Advogado, empresário e comerciante

Atuação política:
- Deputado Federal, 1983-1987, SP, PMDB. Dt. Posse: 01-02-1983;
- Deputado Federal (Constituinte), 1987-1989, SP, PMDB. Dt. Posse: 01-02-1987.",,,,BR-DFCD-1983-P4913,,,,,"Registro atualizado em 11-11-2020","- Biografia disponível no site da Câmara dos Deputados:
https://www.camara.leg.br/deputados/139198/biografia
- Assembléia Nacional Constituinte, 1987: repertório biográfico dos membros da Assembléia Nacional Constituinte de 1987. Brasília: Câmara dos Deputados, Coordenação de Publicações, 1987. 796p. Disponível em http://bd.camara.gov.br/bd/handle/bdcamara/22580","Atualizado por Sabrina Santana (Segap/Coarq)",,,,"Fernão Dias (SP)|São Paulo",http://arquivohistorico02.camara.leg.br/uploads/r/null/4/1/1/411fa0ffeba1efbf23a9bbda7915c16d74ef3331efc934270c092808bb20a74c/Felipe_Cheidde.jpg,411fa0ffeba1efbf23a9bbda7915c16d74ef3331efc934270c092808bb20a74c
pt_BR,Pessoa,"Felipe Mendes",,,"Felipe Mendes de Oliveira",,"☆ 19-04-1949",,"Simplício Mendes (PI) - local de nascimento.
Piauí - eleito Deputado Federal.",,"Profissões: Economista e Professor.

Atuação política:
 - Deputado Federal (Constituinte), 1987-1991, PI, PDS. Dt. Posse: 01-02-1987;
 - Deputado Federal, 1991-1994, PI, PDS. Dt. Posse: 18-03-1991;
 - Deputado Federal, 1995-1999, PI, PPR. Dt. Posse: 01-02-1995.",,,,BR-DFCD-1987-P5193,,,,,"Registro atualizado em 26-10-2020.","- Biografia disponível no site da Câmara dos Deputados:
http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=101356&tipo=0
- Assembléia Nacional Constituinte, 1987: repertório biográfico dos membros da Assembléia Nacional Constituinte de 1987. Brasília: Câmara dos Deputados, Coordenação de Publicações, 1987. 796p. Disponível em http://bd.camara.gov.br/bd/handle/bdcamara/22580","Atualizado por Marta Lira (Segap/Coarq).",,,,"Simplício Mendes (PI)|Piauí",http://arquivohistorico02.camara.leg.br/uploads/r/null/2/a/f/2af1be5fed89a56c7b6756b778ad9c35a1e5ed18c4f8721c7f7bb0d2d99ccde2/Felipe_Mendes.jpg,2af1be5fed89a56c7b6756b778ad9c35a1e5ed18c4f8721c7f7bb0d2d99ccde2
pt_BR,Pessoa,"Féres Nader",,," Féres Osrraia Nader",,"☆ 11-03-1939 † 29-12-2017",,"Bananal (SP) - local de nascimento.
Rio de Janeiro - eleito Deputado Federal.",,"Profissões: Advogado, Professor, Empresário e Bancário.

Atuação política:
 - Deputado Federal (Constituinte), 1987-1991, RJ, PDT. Dt. Posse: 01-02-1987;
 - Deputado Federal, 1993-1994, RJ, PTB. Dt. Posse: 12-01-1993.",,,,BR-DFCD-1987-P5194,,,,,"Registro atualizado em 26-10-2020.","- Biografia disponível no site da Câmara dos Deputados:
http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=104092&tipo=0
- Assembléia Nacional Constituinte, 1987: repertório biográfico dos membros da Assembléia Nacional Constituinte de 1987. Brasília: Câmara dos Deputados, Coordenação de Publicações, 1987. 796p. Disponível em http://bd.camara.gov.br/bd/handle/bdcamara/22580","Atualizado por Marta Lira (Segap/Coarq).",,,,"Bananal (SP)|Rio de Janeiro",http://arquivohistorico02.camara.leg.br/uploads/r/null/3/2/2/3221978f0152aea2921d6c9367beb8462a6c5aa83d8006f675435d12fa0b4531/F__res_Nader.jpg,3221978f0152aea2921d6c9367beb8462a6c5aa83d8006f675435d12fa0b4531
pt_BR,Pessoa,"Fernando Bezerra Coelho",,,"Fernando Bezerra de Souza Coelho",,"☆ 07-12-1957",,"Petrolina (PE) - local de nascimento.
Pernambuco - eleito Deputado Federal.",,"Profissão: Administrador.

Atuação política:

 - Deputado Federal (Constituinte), 1987-1991, PE, PMDB. Dt. Posse: 01-02-1987;
 - Deputado Federal, 1991-1992, PE, PMDB. Dt. Posse: 01-02-1991.",,,,BR-DFCD-1987-P5195,,,,,"Registro atualizado em 26-10-2020.","- Biografia disponível no site da Câmara dos Deputados:
http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=106803&tipo=0
- Assembléia Nacional Constituinte, 1987: repertório biográfico dos membros da Assembléia Nacional Constituinte de 1987. Brasília: Câmara dos Deputados, Coordenação de Publicações, 1987. 796p. Disponível em http://bd.camara.gov.br/bd/handle/bdcamara/22580","Atualizado por Marta Lira (Segap/Coarq).",,,,"Petrolina (PE)|Pernambuco",http://arquivohistorico02.camara.leg.br/uploads/r/null/c/4/f/c4f0fb0511d82b747aa1f53d25b9506d7c2d8767c086bfc3983ce84a8f3869fd/Fernando_Bezerra_Coelho.jpg,c4f0fb0511d82b747aa1f53d25b9506d7c2d8767c086bfc3983ce84a8f3869fd
pt_BR,Pessoa,"Fernando Cunha",,," Fernando Cunha Júnior",,"☆ 29-05-1935 † 05-11-2011",,"Itumbiara (GO) - local de nascimento
Goiás - local de eleição para deputado federal",,"Profissão: Advogado

Atuação política:
- Deputado Federal, 1971-1975, GO, MDB. Dt. Posse: 01-02-1971;
- Deputado Federal, 1975-1979, GO, MDB. Dt. Posse: 01-02-1975;
- Deputado Federal, 1979-1983, GO, MDB. Dt. Posse: 01-02-1979;
- Deputado Federal, 1983-1987, GO, PMDB. Dt. Posse: 01-02-1983;
- Deputado Federal (Constituinte), 1987-1991, GO, PMDB. Dt. Posse: 01-02-1987.",,,,BR-DFCD-1971-P4327,,,,,"Registro atualizado em 11-11-2020","- Biografia disponível no site da Câmara dos Deputados:
https://www.camara.leg.br/deputados/139199/biografia
- Assembléia Nacional Constituinte, 1987: repertório biográfico dos membros da Assembléia Nacional Constituinte de 1987. Brasília: Câmara dos Deputados, Coordenação de Publicações, 1987. 796p. Disponível em http://bd.camara.gov.br/bd/handle/bdcamara/22580","Atualizado por Sabrina Santana (Segap/Coarq)",,,,"Itumbiara (GO)|Goiás",http://arquivohistorico02.camara.leg.br/uploads/r/null/c/c/8/cc8718ac83a5deecea87963515f7a58f66278ba245ed6178bf177ab695594fe0/Fernando_Cunha.jpg,cc8718ac83a5deecea87963515f7a58f66278ba245ed6178bf177ab695594fe0
pt_BR,Pessoa,"Fernando Gasparian",,,"Fernando Gasparian",,"☆ 27-01-1930 † 07-10-2006",,"São Paulo (SP) - local de nascimento.
São Paulo - eleito Deputado Federal.",,"Profissões: Industrial e Professor.

Atuação política:
 - Deputado Federal (Constituinte), 1987-1991, SP, PMDB. Dt. Posse: 01-02-1987.",,,,BR-DFCD-1987-P5196,,,,,"Registro atualizado em 26-10-2020.","- Biografia disponível no site da Câmara dos Deputados:
http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=106364&tipo=0
- Assembléia Nacional Constituinte, 1987: repertório biográfico dos membros da Assembléia Nacional Constituinte de 1987. Brasília: Câmara dos Deputados, Coordenação de Publicações, 1987. 796p. Disponível em http://bd.camara.gov.br/bd/handle/bdcamara/22580","Atualizado por Marta Lira (Segap/Coarq).",,,,"São Paulo (SP)|São Paulo",http://arquivohistorico02.camara.leg.br/uploads/r/null/1/0/6/106b5575794d0ec55ffbfc3053f4b7ac1b0b85d45f01e922e9359217fa85dd37/Fernando_Gasparian.jpg,106b5575794d0ec55ffbfc3053f4b7ac1b0b85d45f01e922e9359217fa85dd37
pt_BR,Pessoa,"Fernando Gomes",,,"Fernando Gomes Oliveira",,"☆ 30-06-1939",,"Itabuna (BA) - local de nascimento
Bahia - local de eleição para deputado federal",,"Profissões: Agropecuarista e empresário

Atuação política:
- Deputado Federal, 1983-1987, BA, PMDB;
- Deputado Federal (Constituinte), 1987-1988, BA, PMDB. Dt. Posse: 01-02-1987;
- Deputado Federal, 1995-1996, BA, PMDB. Dt. Posse: 01-02-1995.",,,,BR-DFCD-1983-P4918,,,,,"Registro atualizado em 11-11-2020","- Biografia disponível no site da Câmara dos Deputados:
https://www.camara.leg.br/deputados/74543/biografia
- Assembléia Nacional Constituinte, 1987: repertório biográfico dos membros da Assembléia Nacional Constituinte de 1987. Brasília: Câmara dos Deputados, Coordenação de Publicações, 1987. 796p. Disponível em http://bd.camara.gov.br/bd/handle/bdcamara/22580","Atualizado por Sabrina Santana (Segap/Coarq)",,,,"Itabuna (BA)|Bahia",http://arquivohistorico02.camara.leg.br/uploads/r/null/e/1/f/e1feb8e8c1266b1f2f0fef0542fefd3aef0db4fce73e29ab86378f18ae7cc0c4/Fernando_Gomes.jpg,e1feb8e8c1266b1f2f0fef0542fefd3aef0db4fce73e29ab86378f18ae7cc0c4
pt_BR,Pessoa,"Fernando Lyra",,,"Fernando Soares Lyra",,"☆ 08-10-1938 † 14-02-2013",,"Recife (PE) - local de nascimento
Pernambuco - local de eleição para deputado federal",,"Profissão: Advogado

Atuação política:
- Deputado Federal, 1971-1975, PE, MDB. Dt. Posse: 01-02-1971;
Deputado Federal, 1975-1979, PE, MDB. Dt. Posse: 01-02-1975;
- Deputado Federal, 1979-1983, PE, MDB. Dt. Posse: 01-02-1979;
- Deputado Federal, 1983-1987, PE, PMDB. Dt. Posse: 01-02-1983;
- Deputado Federal (Constituinte), 1987-1991, PE, PMDB. Dt. Posse: 01-02-1987;
- Deputado Federal, 1992-1995, PE, PDT. Dt. Posse: 01-12-1992;
- Deputado Federal, 1995-1999, PE, PSB. Dt. Posse: 01-02-1995.",,,,BR-DFCD-1971-P4329,,,,,"Registro atualizado em 11-11-2020","- Biografia disponível no site da Câmara dos Deputados:
https://www.camara.leg.br/deputados/74418/biografia
- Assembléia Nacional Constituinte, 1987: repertório biográfico dos membros da Assembléia Nacional Constituinte de 1987. Brasília: Câmara dos Deputados, Coordenação de Publicações, 1987. 796p. Disponível em http://bd.camara.gov.br/bd/handle/bdcamara/22580","Atualizado por Sabrina Santana (Segap/Coarq)",,,,"Recife (PE)|Pernambuco",http://arquivohistorico02.camara.leg.br/uploads/r/null/1/c/5/1c5c37cfa6b15dacb6c8393b4a3adb4935e2f8755070c3ca74d9a8de43a95832/Fernando_Lyra.jpg,1c5c37cfa6b15dacb6c8393b4a3adb4935e2f8755070c3ca74d9a8de43a95832
pt_BR,Pessoa,"Fernando Santanna",,," Fernando Dos Reis Sant'Anna",,"☆ 10-10-1915 † 01-03-2012",,"Irará (BA) - local de nascimento
Bahia - local de eleição para deputado federal",,"Profissão: Engenheiro Civil

Atuação política:
- Deputado Federal, 1959-1963, BA, PTB. Dt. Posse: 02-02-1959;
- Deputado Federal, 1963-1967, BA, PTB. Dt. Posse: 02-02-1963;
- Deputado Federal, 1983-1987, BA, PMDB. Dt. Posse: 01-02-1983;
- Deputado Federal (Constituinte), 1987-1991, BA, PCB. Dt. Posse: 01-02-1987.",,,,BR-DFCD-1959-P3678,,,,,"Registro atualizado em 11-11-2020","- Biografia disponível no site da Câmara dos Deputados:
https://www.camara.leg.br/deputados/139201/biografia
- Assembléia Nacional Constituinte, 1987: repertório biográfico dos membros da Assembléia Nacional Constituinte de 1987. Brasília: Câmara dos Deputados, Coordenação de Publicações, 1987. 796p. Disponível em http://bd.camara.gov.br/bd/handle/bdcamara/22580","Atualizado por Sabrina Santana (Segap/Coarq)",,,,"Irará (BA)|Bahia",http://arquivohistorico02.camara.leg.br/uploads/r/null/0/f/2/0f2c6b3a61deab496012d79accf5882853e51df66b21a1e7de7307cfc03ef9ad/Fernando_Santanna.jpg,0f2c6b3a61deab496012d79accf5882853e51df66b21a1e7de7307cfc03ef9ad
pt_BR,Pessoa,"Fernando Velasco",,," Fernando Nilson Velasco",,"☆ 01-04-1942",,"Belém (PA) - local de nascimento.
Pará - eleito Deputado Federal.",,"Profissões: Advogado e Bancário.

Atuação política:

 - Deputado Federal (Constituinte), 1987-1991, PA, PMDB. Dt. Posse: 01-02-1987.",,,,BR-DFCD-1987-P5197,,,,,"Registro atualizado em 26-10-2020.","- Biografia disponível no site da Câmara dos Deputados:
http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=106836&tipo=0
- Assembléia Nacional Constituinte, 1987: repertório biográfico dos membros da Assembléia Nacional Constituinte de 1987. Brasília: Câmara dos Deputados, Coordenação de Publicações, 1987. 796p. Disponível em http://bd.camara.gov.br/bd/handle/bdcamara/22580","Atualizado por Marta Lira (Segap/Coarq).",,,,"Belém (PA)|Pará",http://arquivohistorico02.camara.leg.br/uploads/r/null/5/2/d/52d2ad6796247400eed9c5f3d712ece5c7348d8f81c9d9bfef8fe65e3f4f79ea/Fernando_Velasco.jpg,52d2ad6796247400eed9c5f3d712ece5c7348d8f81c9d9bfef8fe65e3f4f79ea
pt_BR,Pessoa,"Firmo de Castro",,,"Firmo Fernandes de Castro",,"☆ 18-01-1944",,"Fortaleza (CE) - local de nascimento.
Ceará - eleito Deputado Federal.",,"Profissões: Economista e Professor Universitário.

Atuação política:
 - Deputado Federal (Constituinte), 1987-1991, CE, PMDB. Dt. Posse: 01-02-1987;
 - Deputado Federal, 1991-1995, CE, PSDB. Dt. Posse: 02-01-1995;
 - Deputado Federal, 1995-1999, CE, PSDB. Dt. Posse: 01-02-1995.",,,,BR-DFCD-1987-P5198,,,,,"Registro atualizado em 26-10-2020.","- Biografia disponível no site da Câmara dos Deputados:
http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=101379&tipo=0
- Assembléia Nacional Constituinte, 1987: repertório biográfico dos membros da Assembléia Nacional Constituinte de 1987. Brasília: Câmara dos Deputados, Coordenação de Publicações, 1987. 796p. Disponível em http://bd.camara.gov.br/bd/handle/bdcamara/22580","Atualizado por Marta Lira (Segap/Coarq).",,,,"Fortaleza (CE)|Ceará",http://arquivohistorico02.camara.leg.br/uploads/r/null/a/9/4/a94b351cf72f24ee426c312b90963024a0841c72baed612c11b6f63ab5f0b4c9/Firmo_de_Castro.jpg,a94b351cf72f24ee426c312b90963024a0841c72baed612c11b6f63ab5f0b4c9
pt_BR,Pessoa,"Flávio Palmier da Veiga",,,"Flávio Palmier Martins da Veiga",,"☆ 02-02-1932",,"Niterói (RJ) - local de nascimento.
Rio de Janeiro - eleito Deputado Federal.",,"Profissões: Advogado e Professor Universitário.

Atuação política:
 - Deputado Federal (Constituinte), 1987-1991, RJ, PMDB. Dt. Posse: 01-02-1987;
 - Deputado Federal, 1991-1995, RJ, PRN. Dt. Posse: 01-02-1991;
 - Deputado Federal, 1997-1998, RJ, PSDB. Dt. Posse: 02-01-1997.",,,,BR-DFCD-1987-P5199,,,,,"Registro atualizado em 26-10-2020.","- Biografia disponível no site da Câmara dos Deputados:
http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=102881&tipo=0
- Assembléia Nacional Constituinte, 1987: repertório biográfico dos membros da Assembléia Nacional Constituinte de 1987. Brasília: Câmara dos Deputados, Coordenação de Publicações, 1987. 796p. Disponível em http://bd.camara.gov.br/bd/handle/bdcamara/22580","Atualizado por Marta Lira (Segap/Coarq).",,,,"Niterói (RJ)|Rio de Janeiro",http://arquivohistorico02.camara.leg.br/uploads/r/null/1/1/f/11f768a2d5acbf046a8c6bf7cc81a38a153b4636d14b66de3d79af9a266adea6/Fl__vio_Palmier_de_Veiga.jpg,11f768a2d5acbf046a8c6bf7cc81a38a153b4636d14b66de3d79af9a266adea6
pt_BR,Pessoa,"Flávio Rocha",,,"Flávio Gurgel Rocha",,"☆ 14-02-1958",,"Recife (PE) - local de nascimento.
Rio Grande do Norte - eleito Deputado Federal.",,"Profissão: Industrial e Comerciante.

Atuação política:
 - Deputado Federal (Constituinte), 1987-1991, RN, PL. Dt. Posse: 01-02-1987;
 - Deputado Federal, 1991-1995, RN, PRN. Dt. Posse: 01-02-1991.",,,,BR-DFCD-1987-P5200,,,,,"Registro atualizado em 26-10-2020.","- Biografia disponível no site da Câmara dos Deputados:
http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=106149&tipo=0
- Assembléia Nacional Constituinte, 1987: repertório biográfico dos membros da Assembléia Nacional Constituinte de 1987. Brasília: Câmara dos Deputados, Coordenação de Publicações, 1987. 796p. Disponível em http://bd.camara.gov.br/bd/handle/bdcamara/22580","Atualização por Marta Lira em 26-10-2020.",,,,"Recife (PE)|Rio Grande do Norte",http://arquivohistorico02.camara.leg.br/uploads/r/null/4/f/4/4f4a41e24344672693e2e51528a2ed873534897018cbdfae540c6ff9788c5165/Fl__vio_Rocha_PFL_RN.jpg,4f4a41e24344672693e2e51528a2ed873534897018cbdfae540c6ff9788c5165
pt_BR,Pessoa,"Florestan Fernandes",,,"Florestan Fernandes",,"☆ 22-07-1920 † 10-08-1995",,"São Paulo (SP) - local de nascimento.
São Paulo - eleito Deputado Federal.",,"Profissões: Professor e Sociólogo.

Atuação política:
 - Deputado Federal (Constituinte), 1987-1991, SP, PT. Dt. Posse: 01-02-1987;
 - Deputado Federal, 1991-1995, SP, PT. Dt. Posse: 01-02-1991.",,,,BR-DFCD-1987-P5201,,,,,"Registro atualizado em 26-10-2020.","- Biografia disponível no site da Câmara dos Deputados:
http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=106601&tipo=0
- Assembléia Nacional Constituinte, 1987: repertório biográfico dos membros da Assembléia Nacional Constituinte de 1987. Brasília: Câmara dos Deputados, Coordenação de Publicações, 1987. 796p. Disponível em http://bd.camara.gov.br/bd/handle/bdcamara/22580","Atualizado por Marta Lira (Segap/Coarq).",,,,"São Paulo (SP)|São Paulo",http://arquivohistorico02.camara.leg.br/uploads/r/null/e/0/0/e00517dd4441a0b2b1655e4ef60cbd681781f50c104be2615a3d998b58a4d156/Florestan_Fernandes.jpg,e00517dd4441a0b2b1655e4ef60cbd681781f50c104be2615a3d998b58a4d156
pt_BR,Pessoa,"Floriceno Paixão",,," Floriceno Paixão",,"☆ 29-11-1919 † 24-02-2011",,"Taquara (RS) - local de nascimento
Rio Grande do Sul - local de eleição para deputado federal",,"Profissões: Advogado e editor

Atuação política:
- Deputado Federal, 1959-1963, RS, PTB. Dt. Posse: 02-02-1959;
- Deputado Federal, 1963-1967, RS, PTB. Dt. Posse: 02-02-1963;
- Deputado Federal, 1967-1969, RS, MDB. Dt. Posse: 02-02-1967;
- Deputado Federal, 1983-1987, RS, PDT. Dt. Posse: 01-02-1983;
- Deputado Federal (Constituinte), 1987-1991, RS, PDT. Dt. Posse: 01-02-1987.",,,,BR-DFCD-1959-P3681,,,,,"Registro atualizado em 11-11-2020","- Biografia disponível no site da Câmara dos Deputados:
https://www.camara.leg.br/deputados/139204/biografia
- Assembléia Nacional Constituinte, 1987: repertório biográfico dos membros da Assembléia Nacional Constituinte de 1987. Brasília: Câmara dos Deputados, Coordenação de Publicações, 1987. 796p. Disponível em http://bd.camara.gov.br/bd/handle/bdcamara/22580","Atualizado por Sabrina Santana (Segap/Coarq)",,,,"Taquara (RS)|Rio Grande do Sul",http://arquivohistorico02.camara.leg.br/uploads/r/null/3/8/1/38182cf7b26cb27cefd5392933dcda1c325849b4ca06e0fe37463b62b92120c1/Floriceno_Paix__o.jpg,38182cf7b26cb27cefd5392933dcda1c325849b4ca06e0fe37463b62b92120c1
pt_BR,Pessoa,"França Teixeira",,," Antônio França Teixeira",,"☆ 04-06-1944 † 18-07-2013",,"Salvador (BA) - local de nascimento
Bahia - local de eleição para deputado federal",,"Profissões: Advogado, jornalista, radialista, empresário e publicitário

Atuação política:
- Deputado Federal, 1983-1987, BA, PDS. Dt. Posse: 01-02-1983;
- Deputado Federal (Constituinte), 1987-1991, BA, PMDB. Dt. Posse: 01-02-1987.",,,,BR-DFCD-1983-P4923,,,,,"Registro atualizado em 11-11-2020","- Biografia disponível no site da Câmara dos Deputados:
https://www.camara.leg.br/deputados/139205/biografia
- Assembléia Nacional Constituinte, 1987: repertório biográfico dos membros da Assembléia Nacional Constituinte de 1987. Brasília: Câmara dos Deputados, Coordenação de Publicações, 1987. 796p. Disponível em http://bd.camara.gov.br/bd/handle/bdcamara/22580","Atualizado por Sabrina Santana (Segap/Coarq)",,,,"Salvador (BA)|Bahia",http://arquivohistorico02.camara.leg.br/uploads/r/null/7/a/6/7a6c6154ffc19ee1222230ff4d2ae3fb005ac9b15fa51baec93f0ffe2f4793b5/Fran__a_Teixeira.jpg,7a6c6154ffc19ee1222230ff4d2ae3fb005ac9b15fa51baec93f0ffe2f4793b5
pt_BR,Pessoa,"Chico Amaral",,,"Francisco Chico Amaral",,"☆ 29-01-1923",,"Campinas (SP) - local de nascimento
São Paulo - local de eleição para deputado federal",,"Profissões: Advogado, jornalista e professor

Atuação política:
- Deputado Federal, 1967-1971, SP, MDB. Dt. Posse: 01-02-1967;
- Deputado Federal, 1971-1975, SP, MDB. Dt. Posse: 01-02-1971;
- Deputado Federal, 1975-1977, SP, MDB. Dt. Posse: 01-02-1975;
- Deputado Federal, 1983-1987, SP, PMDB. Dt. Posse: 01-02-1983;
- Deputado Federal (Constituinte), 1987-1991, SP, PMDB. Dt. Posse: 01-02-1987;
- Deputado Federal, 1993-1994, SP, PMDB. Dt. Posse: 13-01-1993.",,,,BR-DFCD-1967-P4142,,,,,"Registro atualizado em 07-11-2020","- Biografia disponível no site da Câmara dos Deputados:
https://www.camara.leg.br/deputados/133991/biografia
- Assembléia Nacional Constituinte, 1987: repertório biográfico dos membros da Assembléia Nacional Constituinte de 1987. Brasília: Câmara dos Deputados, Coordenação de Publicações, 1987. 796p. Disponível em http://bd.camara.gov.br/bd/handle/bdcamara/22580","Atualizado por Sabrina Santana (Segap/Coarq)",,,,"Campinas (SP)|São Paulo",http://arquivohistorico02.camara.leg.br/uploads/r/null/f/b/2/fb261ff93ae147c50f92f58eeb9e925516ff14e6eef6b596776fb4f685417232/Chico_Amaral.jpg,fb261ff93ae147c50f92f58eeb9e925516ff14e6eef6b596776fb4f685417232
pt_BR,Pessoa,"Francisco Benjamim",,,"Francisco Benjamim Fonseca de Carvalho",,"☆ 11-04-1938",,"Aracaju (SE) - local de nascimento
Bahia - local de eleição para deputado federal",,"Profissões: Advogado e promotor de justiça

Atuação política:
- Deputado Federal, 1979-1983, BA, ARENA. Dt. Posse: 01-02-1979;
- Deputado Federal, 1983-1987, BA, PDS. Dt. Posse: 01-02-1983;
- Deputado Federal (Constituinte), 1987-1991, BA, PFL. Dt. Posse: 01-02-1987.",,,,BR-DFCD-1979-P4691,,,,,"Registro atualizado em 11-11-2020","- Biografia disponível no site da Câmara dos Deputados:
https://www.camara.leg.br/deputados/139206/biografia
- Assembléia Nacional Constituinte, 1987: repertório biográfico dos membros da Assembléia Nacional Constituinte de 1987. Brasília: Câmara dos Deputados, Coordenação de Publicações, 1987. 796p. Disponível em http://bd.camara.gov.br/bd/handle/bdcamara/22580","Atualizado por Sabrina Santana (Segap/Coarq)",,,,"Aracaju (SE)|Bahia",http://arquivohistorico02.camara.leg.br/uploads/r/null/e/e/6/ee6435778925dd09916b4aef22b9d48cd1ee036e412f9df1f1bad2da8e87a895/Francisco_Benjamim.jpg,ee6435778925dd09916b4aef22b9d48cd1ee036e412f9df1f1bad2da8e87a895
pt_BR,Pessoa,"Francisco Carneiro",,,"Francisco Aguiar Carneiro",,"☆ 05-09-1922 † 07-02-1994",,"Sobral (CE) - local de nascimento.
Distrito Federal - eleito Deputado Federal.",,"Profissão: Engenheiro Civil.

Atuação política:
 - Deputado Federal (Constituinte) (Congresso Revisor), 1987-1991, MA, PFL. Dt. Posse: 01-02-1987;
 - Deputado Federal, 1991-1995, MA, PDC. Dt. Posse: 01-02-1991;
 - Deputado Federal, 1995-1999, MA, PFL. Dt. Posse: 01-02-1995;
 - Deputado Federal, 1999-2003, MA, PFL. Dt. Posse: 01-02-1999.",,,,BR-DFCD-1987-P5202,,,,,"Registro atualizado em 26-10-2020.","- Biografia disponível no site da Câmara dos Deputados:
http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=104041&tipo=0
- Assembléia Nacional Constituinte, 1987: repertório biográfico dos membros da Assembléia Nacional Constituinte de 1987. Brasília: Câmara dos Deputados, Coordenação de Publicações, 1987. 796p. Disponível em http://bd.camara.gov.br/bd/handle/bdcamara/22580","Atualizado por Marta Lira (Segap/Coarq).",,,,"Sobral (CE)|Distrito Federal (Brasil)",http://arquivohistorico02.camara.leg.br/uploads/r/null/7/b/0/7b0f5199274a7b1bc2d6cff36c3fbf747667fcd2d89a9180990c2beb36dc3b6f/Francisco_Carneiro.jpg,7b0f5199274a7b1bc2d6cff36c3fbf747667fcd2d89a9180990c2beb36dc3b6f
pt_BR,Pessoa,"Francisco Coelho",,,"Francisco de Assis Milhomem Coelho",,"☆ 14-06-1949",,"Balsas (MA) - local de nascimento.
Maranhão - eleito Deputado Federal.",,"Profissões: Agropecuarista e Engenheiro Agrônomo.

Atuação política:
 - Deputado Federal (Constituinte), 1987-1991, MA, PFL. Dt. Posse: 01-02-1987;
 - Deputado Federal, 1991-1995, MA, PDC. Dt. Posse: 01-02-1991;
 - Deputado Federal, 1995-1999, MA, PFL. Dt. Posse: 01-02-1995;
 - Deputado Federal, 1999-2003, MA, PFL. Dt. Posse: 01-02-1999.",,,,BR-DFCD-1987-P5203,,,,,"Registro atualizado em 26-10-2020.","- Biografia disponível no site da Câmara dos Deputados:
https://www.camara.leg.br/deputados/74199/biografia
- Assembléia Nacional Constituinte, 1987: repertório biográfico dos membros da Assembléia Nacional Constituinte de 1987. Brasília: Câmara dos Deputados, Coordenação de Publicações, 1987. 796p. Disponível em http://bd.camara.gov.br/bd/handle/bdcamara/22580","Atualizado por Marta Lira (Segap/Coarq).",,,,"Balsas (MA)|Maranhão",http://arquivohistorico02.camara.leg.br/uploads/r/null/0/b/1/0b16353a9b6d7c6c0dd1777d8cb5d57d048840ac5e13ed08194357a7e557e250/Francisco_Coelho.jpg,0b16353a9b6d7c6c0dd1777d8cb5d57d048840ac5e13ed08194357a7e557e250
