culture,typeOfEntity,authorizedFormOfName,parallelFormsOfName,standardizedFormsOfName,otherFormsOfName,corporateBodyIdentifiers,datesOfExistence,history,places,legalStatus,functions,mandates,internalStructures,generalContext,descriptionIdentifier,institutionIdentifier,rules,status,levelOfDetail,revisionHistory,sources,maintenanceNotes,actorOccupations,actorOccupationNotes,subjectAccessPoints,placeAccessPoints,digitalObjectURI,digitalObjectChecksum
pt_BR,Pessoa,"Nogueira da Gama",,,"Manuel Jacinto Nogueira da Gama",,"☆ 08-09-1765 † [?]",,"São João Del Rei (MG) - local de nascimento
Rio de Janeiro - local de eleição para deputado federal",,"Profissões: Professor, Oficial da Marinha Mercante e Conselheiro do Estado

Atuação política:
- Deputado da Assembleia Geral Constituinte e Legislativa do Império do Brasil de 1823, RJ.",,,,BR-DFCD-1823-P57,,,,,"Registro atualizado em 29-11-2020","BRASIL. CONGRESSO. Câmara dos Deputados. Nominata de Deputados brasileiros: 1823: lista nominal.","Atualizado por Sabrina Santana (Segap/Coarq)",,,,"São João del Rei (MG)|Rio de Janeiro",,
pt_BR,Pessoa,"Pereira da Cunha (Antônio Luís Pereira da Cunha)",,,"Antônio Luís Pereira da Cunha",,"☆ 06-04-1760 † [?]",,"Salvador (BA) - local de nascimento.
São Paulo - local de eleição para deputado federal.",,"Profissão: Magistrado.

Atuação Política:
- Deputado da Assembleia Geral Constituinte e Legislativa do Império do Brasil de 1823, (RJ);
- Deputado Federal, 1860-1860, SP. Dt. Posse: 01/08/1860.",,,,BR-DFCD-1823-P64,,,,,"Registro atualizado em 20-11-2020","BRASIL. Congresso. Câmara dos Deputados. Centro de Documentação e Informação. Nominata de deputados brasileiros. 1823. [Brasília], s.d. (folhas datilografadas).","Atualizado por Amanda Nogueira (Segap/Coarq)",,,,"São Paulo|Salvador (BA)",,
pt_BR,Pessoa,"Fernandes Pinheiro",,," José Feliciano Fernandes Pinheiro",,"☆ 09-05-1774 † [?]  ☆ 05-04-1790 † [?]",,"Santos (SP) - local de nascimento
Rio Grande do Sul - local de eleição para deputado federal",,"Profissões: Magistrado e Conselheiro do Estado

Atuação política:
- Deputado da Assembleia Geral Constituinte e Legislativa do Império do Brasil de 1823, RS.",,,,BR-DFCD-1823-P33,,,,,"Registro atualizado em 28-11-2020","BRASIL. CONGRESSO. Câmara dos Deputados. Nominata de Deputados brasileiros: 1823: lista nominal.","Atualizado por Sabrina Santana (Segap/Coarq)",,,,"Santos (SP)|Rio Grande do Sul",,
pt_BR,Pessoa,"Henriques de Resende",,,"Venâncio Henriques de Resende",,"☆ 1784 † [?]",,"Serinhaém (PE) - local de nascimento
Pernambuco - local de eleição para deputado federal
Minas Gerais - local de eleição para deputado federal",,"Profissão: Padre

Atuação política:
-  Deputado da Assembleia Geral Constituinte e Legislativa do Império do Brasil de 182, PE;
- Deputado Federal, 1833, PE;
- Deputado Federal, 1834-1837, PE, Dt. Posse: 03/05/1834;
- Deputado Federal, 1838-1841, PE, Dt. Posse: 03/05/1838;
- Deputado Federal, 1843-1844, MG, Dt. Posse: 01/01/1843;
- Deputado Federal, 1850-1852, PE, Dt. Posse: 01/01/1850.",,,,BR-DFCD-1823-P45,,"Registro atualizado em 28-11-2020",,,,"BRASIL. CONGRESSO. Câmara dos Deputados. Nominata de Deputados brasileiros: 1823: lista nominal.","Atualizado por Sabrina Santana (Segap/Coarq)",,,,"Serinhaém (PE)|Pernambuco|Minas Gerais",,
pt_BR,Pessoa,"Ribeiro de Resende",,,"Estevão Ribeiro de Resende",,"☆ 20-07-1777 † [?]",,"Não Informado (MG) - local de nascimento.",,"Profissões: Magistrado, Proprietário Rural e Conselheiro do Estado.

Atuação Política:
- Deputado da Assembleia Geral Constituinte e Legislativa do Império do Brasil de 1823, MG.",,,,BR-DFCD-1823-P71,,,,,"Registro atualizado em 20-11-2020","BRASIL. Congresso. Câmara dos Deputados. Centro de Documentação e Informação. Nominata de deputados brasileiros. 1823. [Brasília], s.d. (folhas datilografadas).","Atualizado por Amanda Nogueira (Segap/Coarq)",,,,"Minas Gerais",,
pt_BR,Pessoa,"Bispo Capelão-Mor",,,"Jozé Caetano da Silva Coutinho|José Caetano da Silva Coutinho",,"☆ 13-02-1768 † [?]",,"Caldas da Rainha, Portugal - local de nascimento
Rio de Janeiro - local de eleição para deputado federal",,"Profissão: Bispo Católico

Atuação política:
- Deputado da Assembleia Geral Constituinte e Legislativa do Império do Brasil de 1823, RJ.",,,,BR-DFCD-1823-P14,,,,,"Registro atualizado em 28-11-2020","BRASIL. CONGRESSO. Câmara dos Deputados. Nominata de Deputados brasileiros: 1823: lista nominal.","Atualizado por Sabrina Santana (Segap/Coarq)",,,,"Caldas da Rainha, Portugal|Rio de Janeiro",,
pt_BR,"Entidade coletiva","Comissão da Redação do Regimento Provisório",,,,,18.04.1823,"Criada em 18.04.1823 com 5 membros:
Antônio Carlos Ribeiro de Andrada Machado; Antônio Luís Pereira da Cunha; Antônio Rodrigues Veloso de Oliveira; Bernardo José da Gama; Manuel Pinto Ribeiro Pereira de Sampaio.
Em 30.05.1823 o Sr. Pereira da Cunha requereu a nomeação de outro membro para substituir o Sr. Gama, no seu impedimento.
Em 30.04.1823 foi nomeado relator o Sr. Antônio Rodrigues Veloso de Oliveira.","Brasil, Rio de Janeiro (RJ)",,,"2ª Sessão Preparatória, 18.04.1823. Anais, 1823. Rio de Janeiro, 1874, v. 1, p. 4, 1ª col.
Sessão de 30.05.1823. Anais, 1823. Rio de Janeiro, 1874, v. 1, p. 138, 2ª col.
3a. Sessão Preparatória, 30.04.1823.  Anais, 1823. Rio de Janeiro, 1874, v; 1, p. 4, 2ª col.",,,BRAC1823C3,"Comissão  da Redação do Regimento Provisório",,,,,,,,,,,,
pt_BR,Pessoa,"Pereira de Sampaio",,,"Manuel Pinto Ribeiro Pereira de Sampaio",,"☆ [?] † [?]",,"Vitória (ES) - local de nascimento.",,"Profissão: Advogado.

Atuação Política:
- Deputado da Assembleia Geral Constituinte e Legislativa do Império do Brasil de 1823, ES.",,,,BR-DFCD-1823-P65,,,,,"Registro atualizado em 20-11-2020","BRASIL. Congresso. Câmara dos Deputados. Centro de Documentação e Informação. Nominata de deputados brasileiros. 1823. [Brasília], s.d. (folhas datilografadas).","Atualizado por Amanda Nogueira (Segap/Coarq)",,,,"Vitória (ES)",,
pt_BR,Pessoa,"Rodrigues de Carvalho",,,"João Antônio Rodrigues de Carvalho",,"☆ 1770 † [?]",,"Não Informado (CE) - local de nascimento.",,"Profissão: Magistrado.

Atuação Política:
- Deputado da Assembleia Geral Constituinte e Legislativa do Império do Brasil de 1823, CE.",,,,BR-DFCD-1823-P75,,,,,"Registro atualizado em 20-11-2020","BRASIL. Congresso. Câmara dos Deputados. Centro de Documentação e Informação. Nominata de deputados brasileiros. 1823. [Brasília], s.d. (folhas datilografadas).","Atualizado por Amanda Nogueira (Segap/Coarq)",,,,Ceará,,
pt_BR,Pessoa,"Souza Mello",,,"José de Souza Melo|Jozé de Souza Mello|Souza Melo",,"☆ [?] † [?]",,"Alagoas - local de eleição para deputado federal.",,"Atuação Política:
- Deputado da Assembleia Geral Constituinte e Legislativa do Império do Brasil de 1823, AL.
- Deputado da Câmara dos Deputados na 1ª Legislatura, de 1826 a 1829, AL.",,,,BR-DFCD-1823-P80,,,,,"Registro atualizado em 20-11-2020","BRASIL. Congresso. Câmara dos Deputados. Centro de Documentação e Informação. Nominata de deputados brasileiros. 1823. [Brasília], s.d. (folhas datilografadas).","Atualizado por Amanda Nogueira (Segap/Coarq)",,,,Alagoas,,
pt_BR,Pessoa,Gomide,,,"Antônio Gonçalves Gomide",,"☆ 1770 † [?]",,"Minas Gerais - local de nascimento
Minas Gerais - local de eleição para deputado federal",,"Profissão: Médico

Atuação política:
- Deputado da Assembleia Geral Constituinte e Legislativa do Império do Brasil de 1823, MG.",,,,BR-DFCD-1823-P44,,,,,"Registro atualizado em 28-11-2020","BRASIL. CONGRESSO. Câmara dos Deputados. Nominata de Deputados brasileiros: 1823: lista nominal.","Atualizado por Sabrina Santana (Segap/Coarq)",,,,"Minas Gerais",,
pt_BR,Pessoa,"Muniz Tavares",,,"Francisco Muniz Tavares",,"☆ 16-02-1793 † [?]",,"Recife (PE) - local de nascimento
Pernambuco - local de eleição para deputado federal",,"Profissão: Padre

Atuação política:
- Deputado da Assembleia Geral Constituinte e Legislativa do Império do Brasil de 1823, PE.",,,,BR-DFCD-1823-P55,,,,,"Registro atualizado em 29-11-2020","BRASIL. CONGRESSO. Câmara dos Deputados. Nominata de Deputados brasileiros: 1823: lista nominal.","Atualizado por Sabrina Santana (Segap/Coarq)",,,,"Recife (PE)|Pernambuco",,
pt_BR,Pessoa,Caldas,,," José Antônio Caldas",,"☆ 08-10-1787 † [?]",,"Alagoas - local de nascimento
Alagoas - local de eleição para deputado federal",,"Profissões: Advogado e Padre

Atuação política:
- Deputado da Assembleia Geral Constituinte e Legislativa do Império do Brasil de 1823, AL.",,,,BR-DFCD-1823-P16,,,,,"Registro atualizado em 28-11-2020","BRASIL. CONGRESSO. Câmara dos Deputados. Nominata de Deputados brasileiros: 1823: lista nominal.","Atualizado por Sabrina Santana (Segap/Coarq)",,,,Alagoas,,
pt_BR,Pessoa,"Rocha Franco",,,"Antônio da Rocha Franco",,"☆ 03-03-1777  † 19-10-1843.",,"Não Informado (MG) - local de nascimento.
Minas Gerais - local de eleição para deputado federal.",,"Profissão: Padre

Atuação Política:
- Deputado da Assembleia Geral Constituinte e Legislativa do Império do Brasil de 1823, MG;
- Suplente do Deputado Furtado de Mendonça, RJ;
- Deputado Câmara dos Deputados, 1ª Legislatura, de 1826 a 1829, MG;
- Deputado Federal, 1826-1829, MG, Dt. Posse: 17-05-1826.",,,,BR-DFCD-1823-P73,,,,,"Registro atualizado em 20-11-2020","BRASIL. Congresso. Câmara dos Deputados. Centro de Documentação e Informação. Nominata de deputados brasileiros. 1823. [Brasília], s.d. (folhas datilografadas).","Atualizado por Amanda Nogueira (Segap/Coarq)",,,,"Minas Gerais",,
pt_BR,Pessoa,"Resende Costa",,,"José de Resende Costa",,"☆ 1765  † 17-06-1841.",,"Resende Costa (MG) - local de nascimento.
Minas Gerais - local de eleição para deputado federal.",,"Profissão: Contador do Erário Régio

Atuação Política:
- Deputado da Assembleia Geral Constituinte e Legislativa do Império do Brasil de 1823, MG.
- Deputado da Câmara dos Deputados na 1ª Legislatura, de 1826 a 1829, MG.
- Deputado Federal, 1826-1829, MG, Dt. Posse: 06-05-1826.",,,,BR-DFCD-1823-P67,,,,,"Registro atualizado em 20-11-2020","BRASIL. Congresso. Câmara dos Deputados. Centro de Documentação e Informação. Nominata de deputados brasileiros. 1823. [Brasília], s.d. (folhas datilografadas).","Atualizado por Amanda Nogueira (Segap/Coarq)",,,,"Resende Costa (MG)|Minas Gerais",,
pt_BR,Pessoa,"Araújo Viana",,,"Cândido José de Araújo Viana|Visconde de Sapucahy",,"☆ 15-09-1793   † 23-01-1875.",,"Sabará (MG) - local de nascimento
Minas Gerais - local de eleição para deputado federal",,"Profissão: Magistrado

Atuação política:
- Deputado da Assembleia Geral Constituinte e Legislativa do Império do Brasil de 1823, MG.
- Deputado Federal, 1826-1829, MG, Dt. Posse: 06/05/1826;
- Deputado Federal, 1833-1833, MG, Dt. Posse: 04/06/1833;
- Deputado Federal, 1834-1837, MG, Dt. Posse: 03/05/1834;
- Deputado Federal, 1838-1841, MG, Dt. Posse: 03/05/1838.",,,,BR-DFCD-1823-P10,,,,,"Registro atualizado em 28-11-2020","BRASIL. Congresso. Câmara dos Deputados. Centro de Documentação e Informação. Nominata de deputados brasileiros. 1823. [Brasília], s.d.","Atualizado por Sabrina Santana (Segap/Coarq)",,,,"Sabará (MG)|Minas Gerais",,
pt_BR,Pessoa,Montesuma,,,"Francisco Gê Acayaba de Montesuma",,"☆ 23-03-1794 † [?]",,"Salvador (BA) - local de nascimento
Bahia - local de eleição para deputado federal
Rio de Janeiro - local de eleição para deputado federal",,"Profissões: Bacharel em Direito, Magistrado e Conselheiro do Estado

Atuação política:
- Deputado da Assembleia Geral Constituinte e Legislativa do Império do Brasil de 1823, BA;
- Deputado Federal, 1831-1833, BA, Dt. Posse: 31/05/1831;
- Deputado Federal, 1838-1841, BA, Dt. Posse: 04/05/1838;
- Deputado Federal, 1850-1852, RJ, Dt. Posse: 18/06/1850.",,,,BR-DFCD-1823-P54,,,,,"Registro atualizado em 29-11-2020","BRASIL. CONGRESSO. Câmara dos Deputados. Nominata de Deputados brasileiros: 1823: lista nominal.","Atualizado por Sabrina Santana (Segap/Coarq)",,,,"Salvador (BA)|Bahia|Rio de Janeiro",,
pt_BR,"Entidade coletiva","Comissão de Saúde Pública",,,,,20.05.1823,"Criada em 20.05.1823 com 3 membros:
Gomide; Araújo Viana; Teixeira de Vasconcelos.
Em 24.07.1823 houve aumento do número de membros para 5. O Sr. Ferreira França passa para a Comissão de Dentro, por ter tomado assento na Assembleia.","Brasil, Rio de Janeiro (RJ)",,,"Sessão de 20.05.1823. Anais, 1823. Rio de janeiro, 1874, v. 1, p.71, 2ª col.
Sessão de 24.07.1823. Anais, 1823, Rio de Janeiro, 1874, v.3, p.109, 1ª col.",,,BRAC1823C17,"Comissão de Saúde Pública",,,,,,,,,,,,
pt_BR,Pessoa,"Ribeiro Campos",,,"Antonio Ribeiro Campos",,"☆ [?] † [?]",,,,"Atuação Política:
- Deputado da Assembleia Geral Constituinte e Legislativa do Império do Brasil de 1823, PE.",,,,BR-DFCD-1823-P68,,,,,"Registro atualizado em 20-11-2020","BRASIL. Congresso. Câmara dos Deputados. Centro de Documentação e Informação. Nominata de deputados brasileiros. 1823. [Brasília], s.d. (folhas datilografadas).","Atualizado por Amanda Nogueira (Segap/Coarq)",,,,,,
pt_BR,"Entidade coletiva","Comissão de Fazenda (1823)",,,,,10.05.1823,"Criada em 10.05.1823 com 5 membros:
Nogueira da Gama; Ribeiro de Andrada; Resende Costa; Barão de Santo Amaro; Toledo Rendon",,,,"Sessão de 10.05.1823. Anais, 1823. Rio de Janeiro, 1874, v.1, p. 46, 1ª col.",,,BRAC1823C10,"Comissão de Fazenda, da Assembléia Constituinte de 1823",,,,,,,,,,,,
pt_BR,"Entidade coletiva","Comissão de Fora nomeada para a de Marinha e Guerra",,,,,04.06.1823,"Criada em 04.06.1823 com autorização para chamar 8 membros de fora, sendo 4 membros para os negócios de Marinha e 4 para os negócios de Guerra:
Primeiro Almirante Lord Cochrane; Almirante Rodrigo Pinto Guedes; Marechal-de-Campo Joaquim de Oliveira Álvares; Brigadeiro Quartel-Mestre General Manuel da Costa Pinto; Brigadeiro Ajudante-General Francisco Maria Gordilho Veloso de Barbuda; Capital de Mar-e-Guerra Diogo Jorge de Brito; Coronel de Engenheiros Francisco Cordeiro da Siva Torres; Coronel de Engenheiros Francisco José de Sousa Soares Andréa,","Brasil, Rio de Janeiro (RJ)",,,"Sessão de 12.06.1823. Anais, 1823. Rio de Janeiro, 1874, v.2, p.47, 1ª col.",,,BRAC1823C21,"Comissão de Fora nomeada para a de Marinha e Guerra, da Assembleia Constituinte de 1823",,,,,,,,,,,,
pt_BR,Pessoa,"Martins Bastos",,,"Antônio Martins Bastos",,,,"Rio Grande do Sul - local de eleição para deputado federal",,"Atuação política:
- Deputado da Assembleia Geral Constituinte e Legislativa do Império do Brasil de 1823, RS.",,,,BR-DFCD-1823-P52,,,,,"Registro atualizado em 29-11-2020","BRASIL. CONGRESSO. Câmara dos Deputados. Nominata de Deputados brasileiros: 1823: lista nominal.","Atualizado por Sabrina Santana (Segap/Coarq)",,,,"Rio Grande do Sul",,
pt_BR,"Entidade coletiva",Mesa,,,,,,"MESAS DA ASSEMBLEIA GERAL CONSTITUINTE E LEGISLATIVA DE 1823
(Para presidir as Sessões Preparatórias e a instalação da Assembleia, foram eleitos Presidente e Secretário interinos o Sr. D. José Caetano da Silva Coutinho, Bispo Capelão-Mor, e o Sr. Manuel José de Sousa França.)

MESA DE MAIO
PRESIDENTE: D. José Caetano da Silva Coutinho, BISPO CAPELÃO-MOR
Vice-Presidente: José Bonifácio de ANDRADA E SILVA
1º Secretário: José Joaquim CARNEIRO DE CAMPOS
2º Secretário: Manuel José de Sousa FRANÇA
Suplentes: José Ricardo da COSTA AGUIAR de Andrada; Francisco MUNIZ TAVARES
(Sessão de 05.05.1823. Anais, 1823. Rio de Janeiro, 1874, v.1, p. 18, 1ª col.)

MESA DE JUNHO
PRESIDENTE: José Bonifácio de ANDRADA E SILVA
Vice-Presidente: Manuel Ferreira da CÂMARA Bittencourt e Sá
1º Secretário: José Joaquim CARNEIRO DE CAMPOS
2º Secretário: José Ricardo da COSTA AGUIAR de Andrada
3º Secretário: Manuel José de Sousa FRANÇA
4º Secretário: Francisco MUNIZ TAVARES
Suplentes: José Feliciano FERNANDES PINHEIRO; Pedro de ARAÚJO LIMA
(Sessão de 02.06.1823. Anais, 1823. Rio de Janeiro, 1874, v.2, p. 2, 2ª col.)

MESA DE JULHO
PRESIDENTE: Manuel Ferreira da CÂMARA Bittencourt e Sá
Vice-Presidente: José Egídio Álvares de Almeida, BARÃO DE SANTO AMARO
1º Secretário: José Joaquim CARNEIRO DE CAMPOS
2º Secretário: Manuel José de Sousa FRANÇA
3º Secretário: José Ricardo da COSTA AGUIAR de Andrada
4º Secretário: Francisco MUNIZ TAVARES
Suplentes: José Feliciano FERNANDES PINHEIRO; José Antônio da Silva MAIA
(Sessão de 02.07.1823. Anais, 1823. Rio de Janeiro, 1874, v.3, p. 5, 2ª col.)

MESA DE AGOSTO
PRESIDENTE: D. José Caetano da Silva Coutinho, BISPO CAPELÃO-MOR
Vice-Presidente: José Egídio Álvares de Almeida, BARÃO DE SANTO AMARO
1º Secretário: José Ricardo da COSTA AGUIAR de Andrada
2º Secretário: Manuel José de Sousa FRANÇA
3º Secretário: José Feliciano FERNANDES PINHEIRO
4º Secretário: Luís José de CARVALHO E MELO
Suplentes:; José Antônio da Silva MAIA; Francisco MUNIZ TAVARES
(Sessão de 02.08.1823. Anais, 1823. Rio de Janeiro, 1874, v.4, p. 4, 2ª col.)

MESA DE SETEMBRO
PRESIDENTE: José Egídio Álvares de Almeida, BARÃO DE SANTO AMARO
Vice-Presidente: Martim Francisco RIBEIRO DE ANDRADA
1º Secretário: João Severiano MACIEL DA COSTA
2º Secretário: Luís José de CARVALHO E MELO
3º Secretário: D. NUNO EUGÊNIO DE LÓCIO e Seilblitz
4º Secretário: José Feliciano FERNANDES PINHEIRO
Suplentes: José Antônio da Silva MAIA; José Ricardo da COSTA AGUIAR de Andrada
(Sessão de 02.09.1823. Anais, 1823. Rio de Janeiro, 1874, v.5, p. 17, 2ª col.)

MESA DE OUTUBRO
PRESIDENTE: Martim Francisco RIBEIRO DE ANDRADA
Vice-Presidente: Antônio Luís PEREIRA DA CUNHA
1º Secretário: José Severiano MACIEL DA COSTA
2º Secretário: MIGUEL CALMON du Pin e Almeida
3º Secretário: José Antônio da Silva Maia
4º Secretário: José Feliciano FERNANDES PINHEIRO
Suplentes: Manuel José de Sousa FRANÇA; Francisco Gê Acaiaba de MONTEZUMA
(Sessão de 02.10.1823. Anais, 1823. Rio de Janeiro, 1874, v.6, p. 9, 1ª col.)

MESA DE NOVEMBRO
PRESIDENTE: José Severiano MACIEL DA COSTA
Vice-Presidente: Luís José CARVALHO E MELO
1º Secretário: MIGUEL CALMON du Pin e Almeida
2º Secretário: José Antônio da Silva MAIA
3º Secretário: Caetano Maria LOPES GAMA
4º Secretário: Manuel Antônio GALVÃO
Suplentes: José Feliciano FERNANDES PINHEIRO; José da COSTA CARVALHO
(Sessão de 31.10.1823. Anais, 1823. Rio de Janeiro, 1874, v.6, p. 182, 1ª col.)","Rio de Janeiro (RJ)",,,,,,,,,,,,,,,,,,,
pt_BR,"Entidade coletiva","Comissão de Comércio, Agricultura, Indústria e Artes",,,,,12.05.1823,"Criada em 12.05.1823 com 3 membros:
Silveira Mendonça; Teixeira da Fonseca; Duarte Silva.
Em 07.08.1823 foram nomeados mais 4 membros:
Silva Lisboa; Maciel da Costa; Carvalho e Melo; Vergueiro.
Em 07.11.1823 houve a nomeação do Sr. Costa Carvalho no impedimento do Sr. Maciel da Costa, eleito Presidente da Assembleia, para o mês de novembro.",,,,"Sessão de 12.05.1823. Anais, 1823. Rio de Janeiro, 1874, v. 1, p. 47, 2ª col.
Sessão de 07.08.1823. Anais, 1823. Rio de Janeiro, 1874, v. 4, p. 32, 2ª col.
Sessão de 07.11.1823. Anais, 1823. Rio de Janeiro.",,,BRAC1823C14,"Comissão de Comércio, Agricultura, Indústria e Artes da Assembleia Constituinte de 1823",,,,,,,,,,,,
pt_BR,"Entidade coletiva","Comissão de Polícia (Extraordinária)",,,,,02.05.1823,"Comissão extraordinária criada em 02.05.1823 com 3 membros:
José Joaquim Carneiro de Campos; Manuel Jacinto Nogueira da Gama; Manuel Ferreira da Câmara Bittencourt e Sá.","Brasil, Rio de Janeiro (RJ)",,,"Sessão de 02.05.0823. Anais, 1823. Rio de Janeiro, 1874, v.1, p. 12, 2ª col.",,,BRAC1823C4,"Comissão de Polícia (Extraordinária)",,,,,,,,,,,,
